,Text,Datetime,Location,Hashtags
1295,zuma sounded lot like trump blaming media work exposing corruption anc45 mean anc54 da,17:12:16 16:45:20,"Potchefstroom, South Africa","['Zuma', 'Trump', 'Corruption', 'ANC45', 'ANC54']"
1296,anc54thnationalconference south africans waiting leadership would promote eithical good governance corruption,17:12:16 13:54:24,"Durban, South Africa","['ANC54thNationalConference', 'Corruption']"
1297,thiefinchief zuma corruption leadership 14,17:12:16 12:25:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1298,thiefinchief zuma corruption leadership 12,17:12:16 10:35:02,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1299,freefall tipping point turning point politics corruption 11,17:12:16 09:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
1300,without massive corruption bloated public service zuma administration free education lot feasible whatever ills behind free education least leave positive legacy cr17 needs recall deliver,17:12:16 08:17:19,South Africa,"['corruption', 'Zuma', 'CR17']"
1301,thiefinchief zuma corruption leadership 10,17:12:16 08:10:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1302,thinks jus maybe might figive corruption nkandla khwezi truth late babakaduduzane,17:12:16 07:32:03,"Sandton, South Africa","['Corruption', 'nkandla', 'Khwezi', 'babakaduduzane']"
1303,servant certain people zuma guptas one beneficiariescorruption millions still live poverty,17:12:16 06:04:48,"Cape Town, South Africa","['Zuma', 'Guptas', 'Corruption']"
1304,thiefinchief zuma corruption leadership 7,17:12:16 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1305,rememberkhwezi gupta etolls freeeducation corruption courtcases,17:12:16 05:34:21,"Soweto, South Africa","['RememberKhwezi', 'Gupta', 'etolls', 'FreeEducation', 'Corruption', 'CourtCases']"
1306,raging steinhoff accounting scandal sparked major debate nature extent corruption within south africa corporate landscape,17:12:16 05:16:12,"Johannesburg, South Africa","['Steinhoff', 'corruption']"
1307,freefall tipping point turning point politics corruption 6,17:12:16 04:10:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
1308,fact zuma found found guilty corruption 783 charges amount r 10 million 20 cents per capita cost ramaphosa found guilty treason 50 million black people betrayal cost us least r 1 million per capita,17:12:16 04:00:12,South Africa,"['Fact', 'Zuma', 'Corruption', 'Ramaphosa', 'Treason']"
1309,agree fully together inkandhlaal paid corruption,17:12:16 03:43:47,South Africa,['corruption']
1310,fact sad true collaborators captured bought soldout wmc offered lucrative bee deals white people use bee capture black politicians sell political influence money corruption,17:12:16 03:11:38,South Africa,"['Captured', 'Bought', 'SoldOut', 'WMC', 'BEE', 'BEE', 'Corruption']"
1311,corruption best2017,17:12:16 02:41:12,"Johannesburg, South Africa","['CORRUPTION', 'best2017']"
1312,freefall tipping point turning point politics corruption 4,17:12:16 02:35:02,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
1313,thiefinchief zuma corruption leadership 2,17:12:16 00:55:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1314,freefall tipping point turning point politics corruption 1,17:12:15 23:35:06,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
1315,thiefinchief zuma corruption leadership 0,17:12:15 22:55:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1316,economic elite portuguese angolan engaged corruption make economic gains,17:12:15 21:53:11,"Johannesburg, South Africa",['corruption']
1317,thiefinchief zuma corruption leadership 22,17:12:15 20:40:08,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1318,zuma guptas corruption snake seen international community,17:12:15 19:10:04,"Centurion, South Africa","['Zuma', 'Gupta', 'corruption']"
1319,thiefinchief zuma corruption leadership 20,17:12:15 18:40:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1320,thiefinchief zuma corruption leadership 19,17:12:15 17:05:16,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1321,thiefinchief zuma corruption leadership 17,17:12:15 15:35:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1322,loyalty vs corruption socialist vs capitalists saint vs womanizer would choose tomorrow clear doubts supportndz sayno2ramaphosa,17:12:15 13:33:07,"Randburg, South Africa","['Loyalty', 'Corruption', 'Socialist', 'Capitalists', 'Saint', 'Womanizer', 'SupportNDZ', 'SayNo2Ramaphosa']"
1323,thiefinchief zuma corruption leadership 14,17:12:15 12:25:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1324,next president ndz17 vs cr17 dlaminizuma vs cyrilramaphosa truth vs corruption ret vs wmc lectures sm savesa,17:12:15 12:00:40,South Africa,"['SA', 'ANC', 'NDZ17', 'CR17', 'DlaminiZuma', 'CyrilRamaphosa', 'Truth', 'Corruption', 'RET', 'WMC']"
1325,steinhoff repay 12bn aftermath corruption scandal words normally use happened steinhoff propaganda machine exposed ewn,17:12:15 10:55:11,South Africa,"['steinhoff', 'aftermath', 'corruption', 'scandal', 'steinhoff', 'propaganda', 'machine', 'exposed', 'ewn']"
1326,thiefinchief zuma corruption leadership 12,17:12:15 10:35:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1327,cross car cameroon gabon pay 30000 45000 cfa francs 45 euros50 69 euros80 explanation centralafrica africa borders visas visa queues cameroon guinea travel travelafrica checkpoints corruption euros border,17:12:15 10:30:43,South Africa,"['centralafrica', 'africa', 'borders', 'visas', 'visa', 'queues', 'cameroon', 'guinea', 'travel', 'travelafrica', 'checkpoints', 'corruption', 'euros', 'border']"
1328,instead fighting corruption statecapture ramaphosa spent 2017 promote presidency ramaphosaleaks anc54 allwhitesendoff patriciadelille sahha2017 sabcstrik vanreenenspass,17:12:15 09:44:02,"Johannesburg, South Africa","['corruption', 'StateCapture', 'Ramaphosa', 'RamaphosaLeaks', 'ANC54', 'AllWhiteSendOff', 'PatriciaDeLille', 'SAHHA2017', 'SABCStrik', 'VanReenensPass']"
1329,freefall tipping point turning point politics corruption 11,17:12:15 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
1330,corruption whites ruling africa appoints extreasury dg lungisafuzile ceo via savesa sm,17:12:15 08:22:08,South Africa,"['corruption', 'whites', 'LungisaFuzile']"
1331,south africa rise act statecapture corruption zuma guptas steinhoff bellpottinger esidemeni eskom sars presidentskeepers accountability 2018 countryduty,17:12:15 08:17:20,"Johannesburg, South Africa","['StateCapture', 'Corruption', 'Zuma', 'Guptas', 'Steinhoff', 'BellPottinger', 'Esidemeni', 'Eskom', 'SARS', 'PresidentsKeepers', 'Accountability', 'CountryDuty']"
1332,thiefinchief zuma corruption leadership 10,17:12:15 08:10:08,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1333,corruption malfeasance maladministration must first uprooted within,17:12:15 07:30:47,"Lenasia, South Africa","['Corruption', 'Malfeasance', 'Maladministration']"
1334,cyrilramaphosa without doubt maybe clean rot corruption within ministries,17:12:15 07:25:37,"Johannesburg, South Africa","['CyrilRamaphosa', 'CORRUPTION', 'ANC', 'ministries']"
1335,ramaphosa sisulu preferred team lead ancconference anc54 jacobzuma must recalled corruption maladministration top concern intelligentinsightspoll,17:12:15 07:14:08,South Africa,"['Ramaphosa', 'Sisulu', 'ANC', 'ANCConference', 'ANC54', 'JacobZuma', 'recalled', 'Corruption', 'maladministration', 'IntelligentInsightsPoll', 'SouthAfrica']"
1336,loosing ones hard earned wealth sad justice must prevail corruption taken place steinhoff,17:12:15 06:24:01,"Pretoria, South Africa","['corruption', 'Steinhoff']"
1337,lets get right wantsneeds marry president acrimoniously going bitter internal divorce anc54 sound like match made heaven hell viva corruption viva,17:12:15 06:10:20,South Africa,"['ANC', 'ANC54', 'Corruption']"
1338,racketeering corruption fraud moneylaundering read full list charges jacobzuma jz783 endcorruption zuma must face 783 charges corruption court spytapes ruling maimane via,17:12:15 05:57:43,"Cape Town, South Africa","['Racketeering', 'Corruption', 'Fraud', 'MoneyLaundering', 'JacobZuma', 'JZ783', 'EndCorruption', 'spytapes']"
1339,thiefinchief zuma corruption leadership 7,17:12:15 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1340,heather sonn interim chair trend put black woman helm ship needs steered corruption muddied waters kpmg let women lead onset anyway tweet however tacitly endorse ndz though,17:12:15 04:15:39,"Johannesburg, South Africa","['corruption', 'KPMG', 'NDZ']"
1341,freefall tipping point turning point politics corruption 6,17:12:15 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
1342,ndz crew panick stricken corruption lead people jail,17:12:15 03:31:13,"MIDRAND,SOUTH AFRICA","['NDZ', 'Corruption']"
1343,freefall tipping point turning point politics corruption 4,17:12:15 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
1344,thiefinchief zuma corruption leadership 2,17:12:15 00:55:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1345,freefall tipping point turning point politics corruption 1,17:12:14 23:35:06,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
1346,thiefinchief zuma corruption leadership 0,17:12:14 22:55:08,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1347,thiefinchief zuma corruption leadership 22,17:12:14 20:40:11,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1348,anc54 ancconference cant afford compromise leadership contest even risk implosion institutionalize corruption statecapture serving shortterm agendas longterm reforms leadership critical organizations survival relevance,17:12:14 20:31:19,South Africa,"['ANC54', 'ANCConference', 'corruption', 'statecapture', 'reforms', 'leadership']"
1349,traffic cop arrested soliciting bribes luxury car owners bribery corruption klerksdorp potchefstroom trafficofficer,17:12:14 20:03:47,South Africa,"['Bribery', 'Corruption', 'Klerksdorp', 'Potchefstroom', 'TrafficOfficer']"
1350,thiefinchief zuma corruption leadership 20,17:12:14 18:40:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1351,intelligentinsightspoll ramaphosa sisulu preferred team lead ancconference jacobzuma must recalled corruption top concern africa,17:12:14 18:12:16,South Africa,"['IntelligentInsightsPoll', 'SouthAfrica', 'Ramaphosa', 'Sisulu', 'ANC', 'ANCConference', 'JacobZuma', 'recalled', 'Corruption']"
1352,thiefinchief zuma corruption leadership 19,17:12:14 17:05:12,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1353,intelligentinsightspoll preferred team lead ancconference jacobzuma must recalled corruption top concern sisulu,17:12:14 16:42:33,South Africa,"['IntelligentInsightsPoll', 'ANC', 'ANCConference', 'JacobZuma', 'recalled', 'Corruption']"
1354,thiefinchief zuma corruption leadership 17,17:12:14 15:35:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1355,2015 two agricultural areas western cape water supply scheme 50 increase water allocation others got practically nothing believe included 28mm3a city cape town reserved could happen corruption,17:12:14 13:29:47,Cape Town,['corruption']
1356,anc54 ancconference cant afford compromise leadership contest even risk implosion institutionalize corruption statecapture serving shortterm agendas longterm reforms leadership critical organizations survival relevance,17:12:14 13:26:40,South Africa,"['ANC54', 'ANCConference', 'corruption', 'statecapture', 'reforms', 'leadership']"
1357,thiefinchief zuma corruption leadership 15,17:12:14 13:10:11,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
1358,efficient reestablish racism country knew subtle differences racism felt streets better cover corruption statecapture make matter race,17:12:14 12:46:55,"Ballito, South Africa","['Corruption', 'StateCapture']"
1359,ecuador vice president sentenced six years prison guilty corruption,17:12:14 10:48:12,"Cape Town, South Africa",['corruption']
1360,portuguese migrants engaged corruption angola depended largely socioeconomic position,17:12:14 09:33:34,"Johannesburg, South Africa",['corruption']
1361,like nipped corruption bud boss still waiting,17:12:14 09:15:18,"Cape Town, South Africa",['Corruption']
1362,find association poor governancecorruption,17:12:14 09:14:42,"MIDRAND,SOUTH AFRICA",['CORRUPTION']
1363,spring cannot sane mind listening garbage like much bathabiledlamini acemagashule say r led corruption killed done,17:12:14 08:01:56,"MIDRAND,SOUTH AFRICA","['BathabileDlamini', 'AceMagashule', 'Corruption']"
1364,yesterday appear news claiming corruption privateamppublic sector yet ubaba ka duduzane busy corruption nd friends saying judges hatred rtc delegates dnt forget 2019 around corner,17:12:14 08:00:48,germiston,['corruption']
1365,collusion contractors 2010 stadium corruption theyre jail,17:12:14 08:00:01,"Pretoria, South Africa",['Corruption']
1366,unfortunate columnist pvt sector apologist unbiased analyst corruption fraud,17:12:14 07:56:56,"Pretoria, South Africa","['Corruption', 'Fraud']"
1367,companies dont always self correct get caught corruption pvt sector cancer like public,17:12:14 07:50:36,"Pretoria, South Africa",['Corruption']
1368,pvt sector initiates enables corruption public sector pvt sector actually worse coz operates,17:12:14 07:47:42,"Pretoria, South Africa",['Corruption']
1369,corruption pvt sector also impacts us coz investors erodes buying power citizens,17:12:14 07:43:30,"Pretoria, South Africa",['Corruption']
1370,looking independent whistleblowing hotline service track record combating intimidation victimisation disclosing information since 2005 contact vuvuzela hotline fraud corruption crime hotline whistleblower,17:12:14 07:32:22,"Centurion, Gauteng, RSA ","['Fraud', 'Corruption', 'Crime', 'Hotline', 'Whistleblower']"
1371,support ret ndz17 dlaminizuma president bring back clutches wmc need support first lady president mettle fight corruption savesa,17:12:14 07:22:02,South Africa,"['RET', 'NDZ17', 'DlaminiZuma', 'SA', 'WMC', 'corruption']"
1372,people support nkosazana zuma sas interest openly endorse corruption statecapture,17:12:14 06:37:06,"Johannesburg, South Africa","['Corruption', 'StateCapture']"
1373,whats earliest experience graft bribery remember problem passport child lots noise dad slid money counter passport corruption,17:12:14 05:59:49,"Cape Town, South Africa",['Corruption']
1374,south africa crime scene harbours social ills namely sexism racism tribalism xenophobic poverty inequality unemployment underdevelopment corruption crime immortality chauvinistic homophobic illiterate,17:12:13 21:58:17,Johannesburg,"['sexism', 'racism', 'tribalism', 'xenophobic', 'poverty', 'inequality', 'Unemployment', 'underdevelopment', 'Corruption', 'crime', 'immortality', 'chauvinistic', 'homophobic', 'illiterate']"
1375,thanks zuma guptas corruption,17:12:13 19:29:28,South Africa,"['Zuma', 'Guptas', 'CORRUPTION']"
1376,mangaung municipality bought paid single bottle 500ml still water r15000 pic vytjie mentor wastage corruption,17:12:13 17:09:32,"Johannesburg, South Africa","['Mangaung', 'Wastage', 'Corruption']"
1377,unemployment sits 30 corruption,17:12:13 16:59:30,"MIDRAND,SOUTH AFRICA",['corruption']
1378,chief whipp paid r150ea 500ml still water restaurant braamfontein corruption watercuts eyewitnessnews,17:12:13 16:43:13,Johannesburg,"['Corruption', 'WaterCuts', 'EyewitnessNews']"
